step,train_loss,train_mean_token_accuracy,train_error_rate,valid_loss,valid_mean_token_accuracy,valid_error_rate,full_valid_loss,full_valid_mean_token_accuracy,full_valid_error_rate,timestamp
340,0.02536749839782715,,0,0.026467323303222656,,0,,,,2026-06-18T04:00:40.2890000Z
341,0.33555006980895996,,0,,,,,,,2026-06-18T04:00:53.8580000Z
342,0.030249357223510742,,0,,,,,,,2026-06-18T04:01:07.5720000Z
343,0.03361392021179199,,0,,,,,,,2026-06-18T04:01:21.5340000Z
344,0.03852367401123047,,0,,,,,,,2026-06-18T04:01:35.2490000Z
345,0.04553103446960449,,0,,,,,,,2026-06-18T04:01:48.8920000Z
346,0.0571897029876709,,0,,,,,,,2026-06-18T04:02:02.5270000Z
347,0.03427290916442871,,0,,,,,,,2026-06-18T04:02:16.2490000Z
348,0.01922750473022461,,0,,,,,,,2026-06-18T04:02:30.2690000Z
349,0.024908065795898438,,0,,,,,,,2026-06-18T04:02:44.3060000Z
350,0.024763822555541992,,0,0.025028705596923828,,0,,,,2026-06-18T04:03:02.2790000Z
351,0.023040294647216797,,0,,,,,,,2026-06-18T04:03:15.8580000Z
352,0.019801855087280273,,0,,,,,,,2026-06-18T04:03:29.5870000Z
353,0.014399528503417969,,0,,,,,,,2026-06-18T04:03:43.3030000Z
354,0.023082971572875977,,0,,,,,,,2026-06-18T04:03:57.0280000Z
355,0.02493596076965332,,0,,,,,,,2026-06-18T04:04:10.7440000Z
356,0.024280548095703125,,0,,,,,,,2026-06-18T04:04:25.0790000Z
357,0.02092432975769043,,0,,,,,,,2026-06-18T04:04:39.1060000Z
358,0.05130934715270996,,0,,,,,,,2026-06-18T04:04:52.8240000Z
359,0.020166397094726562,,0,,,,,,,2026-06-18T04:05:06.5670000Z
360,0.014949798583984375,,0,0.021565675735473633,,0,0.04933072254061699,,0,2026-06-18T04:05:28.7840000Z
