step,train_loss,train_mean_token_accuracy,train_error_rate,valid_loss,valid_mean_token_accuracy,valid_error_rate,full_valid_loss,full_valid_mean_token_accuracy,full_valid_error_rate,timestamp
285,0.08525896072387695,,0,,,,,,,2026-06-18T03:47:28.6420000Z
286,0.07079124450683594,,0,,,,,,,2026-06-18T03:47:42.6450000Z
287,0.11203742027282715,,0,,,,,,,2026-06-18T03:47:56.5750000Z
288,0.04122185707092285,,0,,,,,,,2026-06-18T03:48:10.5030000Z
289,0.10028457641601562,,0,,,,,,,2026-06-18T03:48:24.4400000Z
290,0.03422856330871582,,0,0.038088083267211914,,0,,,,2026-06-18T03:48:45.2990000Z
291,0.0727393627166748,,0,,,,,,,2026-06-18T03:48:58.8450000Z
292,0.13680052757263184,,0,,,,,,,2026-06-18T03:49:13.0750000Z
293,0.12500429153442383,,0,,,,,,,2026-06-18T03:49:27.3110000Z
294,0.03652524948120117,,0,,,,,,,2026-06-18T03:49:41.2980000Z
295,0.03879189491271973,,0,,,,,,,2026-06-18T03:49:55.2220000Z
296,0.041321754455566406,,0,,,,,,,2026-06-18T03:50:09.1410000Z
297,0.04684090614318848,,0,,,,,,,2026-06-18T03:50:23.0760000Z
298,0.0577242374420166,,0,,,,,,,2026-06-18T03:50:37.0350000Z
299,0.03137612342834473,,0,,,,,,,2026-06-18T03:50:50.6710000Z
300,0.03157949447631836,,0,0.03325223922729492,,0,,,,2026-06-18T03:51:09.1450000Z
301,0.029480934143066406,,0,,,,,,,2026-06-18T03:51:22.7120000Z
302,0.04486203193664551,,0,,,,,,,2026-06-18T03:51:36.4330000Z
303,0.03321361541748047,,0,,,,,,,2026-06-18T03:51:50.1440000Z
304,0.06526660919189453,,0,,,,,,,2026-06-18T03:52:03.7840000Z
305,0.1937319040298462,,0,,,,,,,2026-06-18T03:52:17.4880000Z
306,0.07980918884277344,,0,,,,,,,2026-06-18T03:52:31.5260000Z
307,0.05652451515197754,,0,,,,,,,2026-06-18T03:52:45.2520000Z
308,0.05624246597290039,,0,,,,,,,2026-06-18T03:52:59.2760000Z
309,0.040322065353393555,,0,,,,,,,2026-06-18T03:53:13.5160000Z
310,0.16620159149169922,,0,0.033689260482788086,,0,,,,2026-06-18T03:53:32.0800000Z
311,0.03972482681274414,,0,,,,,,,2026-06-18T03:53:45.7440000Z
312,0.05236530303955078,,0,,,,,,,2026-06-18T03:53:59.4400000Z
313,0.05577826499938965,,0,,,,,,,2026-06-18T03:54:13.1660000Z
314,0.17225897312164307,,0,,,,,,,2026-06-18T03:54:27.2090000Z
315,0.023041725158691406,,0,,,,,,,2026-06-18T03:54:40.9550000Z
316,0.11555218696594238,,0,,,,,,,2026-06-18T03:54:54.6570000Z
317,0.1047353744506836,,0,,,,,,,2026-06-18T03:55:08.3720000Z
318,0.04025006294250488,,0,,,,,,,2026-06-18T03:55:22.0700000Z
319,0.044495582580566406,,0,,,,,,,2026-06-18T03:55:36.0790000Z
320,0.1562798023223877,,0,0.030259132385253906,,0,,,,2026-06-18T03:55:54.0550000Z
321,0.03403425216674805,,0,,,,,,,2026-06-18T03:56:07.9010000Z
322,0.04346919059753418,,0,,,,,,,2026-06-18T03:56:21.5450000Z
323,0.02829885482788086,,0,,,,,,,2026-06-18T03:56:35.1680000Z
324,0.040205955505371094,,0,,,,,,,2026-06-18T03:56:48.7950000Z
325,0.13808906078338623,,0,,,,,,,2026-06-18T03:57:02.7320000Z
326,0.0555567741394043,,0,,,,,,,2026-06-18T03:57:16.3620000Z
327,0.024927854537963867,,0,,,,,,,2026-06-18T03:57:30.3000000Z
328,0.0790562629699707,,0,,,,,,,2026-06-18T03:57:44.2410000Z
329,0.026589155197143555,,0,,,,,,,2026-06-18T03:57:57.8870000Z
330,0.0556337833404541,,0,0.028720617294311523,,0,,,,2026-06-18T03:58:16.0800000Z
331,0.08451366424560547,,0,,,,,,,2026-06-18T03:58:30.2580000Z
332,0.0209195613861084,,0,,,,,,,2026-06-18T03:58:46.5770000Z
333,0.23510420322418213,,0,,,,,,,2026-06-18T03:59:00.2770000Z
334,0.044989824295043945,,0,,,,,,,2026-06-18T03:59:13.9180000Z
335,0.11133742332458496,,0,,,,,,,2026-06-18T03:59:27.5490000Z
336,0.04863595962524414,,0,,,,,,,2026-06-18T03:59:41.4760000Z
337,0.028842926025390625,,0,,,,,,,2026-06-18T03:59:55.1110000Z
338,0.04039883613586426,,0,,,,,,,2026-06-18T04:00:08.7600000Z
339,0.11372995376586914,,0,,,,,,,2026-06-18T04:00:22.4050000Z
